day,year,mo,da,crime_date,temp,dewp,slp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,NUM_CRIMES
2,2018,05,22,2018-05-22,59.0,54.9,1016.2,4.5,4.5,12.0,999.9,66.9,48.9,1.94,999.9,797
3,2018,05,23,2018-05-23,63.8,52.0,1020.3,8.3,2.8,8.0,999.9,80.1,52.0,0.0,999.9,781
4,2018,05,24,2018-05-24,71.3,52.5,1020.7,9.9,4.7,8.9,999.9,87.1,52.0,0.0,999.9,820
5,2018,05,25,2018-05-25,77.6,54.8,1013.2,10.0,7.0,9.9,999.9,89.1,57.9,0.0,999.9,805
6,2018,05,26,2018-05-26,78.9,62.1,1007.3,10.0,7.2,11.1,999.9,90.0,66.9,0.0,999.9,854
7,2018,05,27,2018-05-27,82.8,61.4,1009.3,10.0,4.1,8.9,999.9,97.0,70.0,0.0,999.9,882
1,2018,05,28,2018-05-28,82.7,61.3,1012.4,10.0,5.9,24.1,31.1,97.0,70.0,0.0,999.9,888
2,2018,05,29,2018-05-29,76.6,59.8,1012.1,10.0,5.6,8.9,999.9,95.0,66.0,0.0,999.9,875
3,2018,05,30,2018-05-30,75.3,63.5,1006.4,9.7,7.1,15.0,999.9,87.1,66.0,0.0,999.9,847
4,2018,05,31,2018-05-31,76.9,66.0,1003.1,9.7,8.7,13.0,20.0,89.1,66.9,0.9,999.9,841
5,2018,06,01,2018-06-01,70.8,59.1,1010.0,10.0,9.4,19.0,22.9,89.1,60.1,0.0,999.9,1020
6,2018,06,02,2018-06-02,59.5,50.8,1014.3,9.9,9.7,15.0,999.9,75.9,52.0,0.0,999.9,819
7,2018,06,03,2018-06-03,66.6,53.6,1010.8,9.4,10.6,20.0,27.0,78.1,52.0,0.31,999.9,835
1,2018,06,04,2018-06-04,66.5,47.9,1014.6,10.0,9.8,17.1,22.9,80.1,55.0,0.0,999.9,790
2,2018,06,05,2018-06-05,67.0,47.8,1010.9,10.0,10.4,17.1,999.9,80.1,55.0,0.01,999.9,752
3,2018,06,06,2018-06-06,60.9,46.5,1013.6,10.0,7.4,19.0,999.9,79.0,48.0,0.1,999.9,815
4,2018,06,07,2018-06-07,71.4,56.1,1014.0,10.0,6.2,11.1,999.9,81.0,48.0,0.0,999.9,767
5,2018,06,08,2018-06-08,64.2,53.3,1019.7,10.0,8.1,11.1,999.9,81.0,60.1,0.0,999.9,774
6,2018,06,09,2018-06-09,66.1,58.5,1017.2,7.7,5.1,18.1,999.9,82.0,57.0,1.08,999.9,816
7,2018,06,10,2018-06-10,64.5,61.0,1011.9,3.6,6.4,14.0,22.9,82.0,57.0,1.33,999.9,731
1,2018,06,11,2018-06-11,64.0,60.2,1012.0,5.0,8.9,12.0,999.9,71.1,60.1,0.3,999.9,748
2,2018,06,12,2018-06-12,69.3,63.8,1011.7,6.8,5.1,9.9,999.9,80.1,62.1,0.04,999.9,794
3,2018,06,13,2018-06-13,74.7,60.5,1012.7,7.5,7.4,15.0,20.0,81.0,62.1,0.0,999.9,751
4,2018,06,14,2018-06-14,73.0,50.3,1016.8,9.9,3.5,8.9,999.9,81.0,64.0,0.0,999.9,758
5,2018,06,15,2018-06-15,74.4,55.0,1015.2,10.0,5.1,9.9,999.9,89.1,64.0,0.0,999.9,842
6,2018,06,16,2018-06-16,80.8,67.8,1013.3,9.7,8.4,21.0,35.9,91.9,64.0,0.65,999.9,826
7,2018,06,17,2018-06-17,85.9,69.8,1014.1,10.0,8.8,18.1,22.9,93.0,69.1,0.0,999.9,828
1,2018,06,18,2018-06-18,86.5,70.3,1013.2,10.0,10.4,22.0,26.0,93.9,73.4,0.0,999.9,846
2,2018,06,19,2018-06-19,70.9,65.5,1013.9,8.0,7.9,18.1,25.1,95.0,63.0,0.38,999.9,795
3,2018,06,20,2018-06-20,69.0,62.2,1011.2,9.8,7.4,12.0,999.9,81.0,63.0,0.02,999.9,891
4,2018,06,21,2018-06-21,65.8,61.5,1009.0,5.6,10.0,14.0,21.0,77.0,64.0,0.4,999.9,667
5,2018,06,22,2018-06-22,62.4,58.4,1007.8,6.7,12.3,17.1,24.1,66.9,59.0,1.66,999.9,723
6,2018,06,23,2018-06-23,68.1,57.0,1006.8,9.6,5.5,13.0,999.9,81.0,60.1,0.58,999.9,839
7,2018,06,24,2018-06-24,72.7,59.1,1011.4,10.0,6.5,15.9,999.9,81.0,62.1,0.0,999.9,869
1,2018,06,25,2018-06-25,68.9,59.1,1018.7,10.0,10.1,15.0,19.0,80.1,61.0,0.0,999.9,854
2,2018,06,26,2018-06-26,73.3,62.4,1014.4,9.6,9.2,14.0,19.0,84.0,61.0,0.0,999.9,795
3,2018,06,27,2018-06-27,72.8,66.4,1008.0,9.5,6.6,12.0,18.1,84.0,66.9,0.79,999.9,827
4,2018,06,28,2018-06-28,76.2,64.6,1012.1,9.0,3.2,8.9,999.9,88.0,68.0,0.03,999.9,822
5,2018,06,29,2018-06-29,82.1,68.8,1012.8,10.0,7.1,13.0,18.1,96.1,68.0,0.0,999.9,780
6,2018,06,30,2018-06-30,87.1,74.7,1012.7,10.0,9.5,14.0,21.0,96.1,73.0,0.0,999.9,867
7,2018,07,01,2018-07-01,85.1,72.0,1010.8,10.0,11.3,31.1,42.9,93.9,75.9,0.0,999.9,983
1,2018,07,02,2018-07-02,77.0,63.2,1014.8,10.0,6.0,9.9,20.0,93.9,69.1,0.24,999.9,860
2,2018,07,03,2018-07-03,77.7,61.3,1019.4,10.0,5.3,9.9,999.9,89.1,63.0,0.0,999.9,826
3,2018,07,04,2018-07-04,83.4,71.0,1021.1,9.9,6.1,9.9,999.9,93.0,63.0,0.0,999.9,829
4,2018,07,05,2018-07-05,81.4,70.9,1022.6,10.0,6.0,13.0,19.0,93.0,75.0,0.01,999.9,841
5,2018,07,06,2018-07-06,74.0,58.2,1027.0,10.0,11.0,18.1,22.0,91.9,69.1,0.02,999.9,890
6,2018,07,07,2018-07-07,70.6,48.1,1027.4,10.0,7.4,13.0,15.9,82.0,59.0,0.0,999.9,831
7,2018,07,08,2018-07-08,74.8,51.7,1024.3,10.0,3.8,8.9,14.0,88.0,59.0,0.0,999.9,825
1,2018,07,09,2018-07-09,79.4,58.7,1021.7,10.0,6.2,14.0,15.9,91.0,63.0,0.0,999.9,802
2,2018,07,10,2018-07-10,82.1,61.8,1018.5,10.0,9.3,15.9,21.0,91.0,66.9,0.0,999.9,810
3,2018,07,11,2018-07-11,77.2,54.0,1019.5,10.0,6.0,11.1,999.9,87.1,66.9,0.0,999.9,737
4,2018,07,12,2018-07-12,78.6,58.7,1020.4,10.0,6.2,12.0,15.9,87.1,66.9,0.0,999.9,798
5,2018,07,13,2018-07-13,81.9,61.1,1018.6,9.9,7.5,13.0,18.1,95.0,70.0,0.0,999.9,819
6,2018,07,14,2018-07-14,78.3,66.5,1017.0,9.7,4.9,9.9,999.9,95.0,72.0,0.07,999.9,788
7,2018,07,15,2018-07-15,80.2,68.6,1014.8,8.0,3.5,8.9,999.9,91.0,72.0,0.19,999.9,812
1,2018,07,16,2018-07-16,82.3,70.6,1012.7,9.9,4.0,14.0,18.1,91.0,72.0,0.0,999.9,786
2,2018,07,17,2018-07-17,76.6,57.3,1016.1,10.0,8.3,14.0,20.0,93.0,70.0,0.08,999.9,745
3,2018,07,18,2018-07-18,72.1,54.0,1019.2,10.0,7.4,12.0,14.0,81.0,63.0,0.0,999.9,840
4,2018,07,19,2018-07-19,75.8,55.4,1015.0,10.0,7.0,12.0,21.0,87.1,63.0,0.0,999.9,778
5,2018,07,20,2018-07-20,75.7,63.8,1005.6,9.4,10.9,15.9,22.0,87.1,66.9,0.03,999.9,823
6,2018,07,21,2018-07-21,71.5,65.9,1005.4,8.7,10.7,18.1,22.9,79.0,69.1,0.15,999.9,800
7,2018,07,22,2018-07-22,70.7,65.7,1010.1,8.3,13.9,20.0,22.9,79.0,68.0,0.17,999.9,795
1,2018,07,23,2018-07-23,72.3,62.4,1013.0,10.0,9.2,15.0,18.1,82.0,64.9,0.08,999.9,846
2,2018,07,24,2018-07-24,75.1,62.8,1014.4,9.9,4.0,11.1,999.9,88.0,64.9,0.0,999.9,798
3,2018,07,25,2018-07-25,78.8,58.3,1015.3,10.0,6.7,8.9,999.9,90.0,66.0,0.0,999.9,808
4,2018,07,26,2018-07-26,76.6,59.2,1012.5,10.0,8.5,13.0,19.0,90.0,66.9,0.03,999.9,801
5,2018,07,27,2018-07-27,70.2,54.4,1015.6,10.0,7.8,14.0,19.0,81.0,62.1,0.0,999.9,800
6,2018,07,28,2018-07-28,71.2,52.4,1018.9,10.0,5.2,8.9,999.9,82.0,61.0,0.0,999.9,808
7,2018,07,29,2018-07-29,71.9,55.2,1019.0,10.0,2.9,11.1,999.9,82.9,61.0,0.0,999.9,776
1,2018,07,30,2018-07-30,72.5,58.5,1018.1,10.0,4.2,11.1,15.0,82.9,62.1,0.07,999.9,782
2,2018,07,31,2018-07-31,72.9,60.8,1016.2,9.9,7.3,12.0,999.9,82.0,62.1,0.0,999.9,830
3,2018,08,01,2018-08-01,73.3,58.9,1014.1,9.3,5.3,17.1,26.0,84.9,63.0,0.0,999.9,942
4,2018,08,02,2018-08-02,76.8,61.9,1013.4,10.0,7.8,13.0,19.0,84.9,63.0,0.0,999.9,854
5,2018,08,03,2018-08-03,77.1,60.0,1016.0,9.2,3.4,8.0,999.9,89.1,66.9,0.0,999.9,891
6,2018,08,04,2018-08-04,82.0,63.3,1016.4,9.9,7.0,14.0,19.0,97.0,66.9,0.0,999.9,904
7,2018,08,05,2018-08-05,84.7,64.3,1016.8,10.0,11.4,20.0,28.9,97.0,71.1,0.0,999.9,860
1,2018,08,06,2018-08-06,77.6,67.0,1016.4,9.7,6.9,20.0,29.9,93.9,69.1,0.05,999.9,803
2,2018,08,07,2018-08-07,75.3,67.5,1014.3,9.4,4.5,14.0,999.9,82.9,69.1,0.29,999.9,785
3,2018,08,08,2018-08-08,74.0,65.0,1012.9,10.0,4.8,8.9,999.9,84.9,69.1,2.36,999.9,792
4,2018,08,09,2018-08-09,77.9,65.0,1012.8,10.0,8.0,15.9,20.0,89.1,69.1,0.0,999.9,769
5,2018,08,10,2018-08-10,76.1,67.1,1013.4,9.1,8.3,18.1,28.0,89.1,69.1,0.43,999.9,858
6,2018,08,11,2018-08-11,76.9,61.8,1014.9,10.0,5.4,15.0,999.9,88.0,68.0,0.0,999.9,860
7,2018,08,12,2018-08-12,78.7,60.4,1018.3,9.8,4.8,12.0,999.9,88.0,68.0,0.0,999.9,843
1,2018,08,13,2018-08-13,77.1,61.1,1018.3,9.4,2.9,9.9,999.9,89.1,66.0,0.0,999.9,824
2,2018,08,14,2018-08-14,79.2,61.3,1015.1,9.5,4.1,8.9,999.9,89.1,66.0,0.0,999.9,829
3,2018,08,15,2018-08-15,79.8,65.2,1013.2,9.6,4.6,14.0,18.1,87.1,71.1,0.0,999.9,799
4,2018,08,16,2018-08-16,77.3,68.0,1012.9,9.3,3.7,8.9,999.9,86.0,72.0,0.01,999.9,837
5,2018,08,17,2018-08-17,74.9,67.1,1013.2,7.9,4.3,11.1,17.1,86.0,68.0,0.61,999.9,810
6,2018,08,18,2018-08-18,75.3,67.2,1015.5,8.8,7.9,13.0,999.9,84.9,68.0,0.11,999.9,911
7,2018,08,19,2018-08-19,75.6,65.8,1014.8,9.6,5.1,11.1,999.9,86.0,68.0,0.0,999.9,793
1,2018,08,20,2018-08-20,75.1,66.6,1012.3,9.5,9.2,15.9,22.9,86.0,68.0,0.0,999.9,748
2,2018,08,21,2018-08-21,71.7,66.0,1009.5,7.7,8.3,24.1,32.1,77.0,69.1,0.82,999.9,722
3,2018,08,22,2018-08-22,69.4,54.1,1018.2,10.0,8.9,13.0,20.0,79.0,57.9,0.13,999.9,850
4,2018,08,23,2018-08-23,69.9,51.6,1019.5,10.0,5.5,12.0,17.1,80.1,57.9,0.0,999.9,728
5,2018,08,24,2018-08-24,68.4,55.6,1015.7,9.9,8.5,15.9,24.1,80.1,60.1,0.0,999.9,790
6,2018,08,25,2018-08-25,70.9,65.6,1012.3,5.8,8.1,12.0,18.1,86.0,64.0,0.1,999.9,837
7,2018,08,26,2018-08-26,80.8,72.4,1014.2,6.7,4.5,14.0,17.1,93.0,66.0,0.06,999.9,792
1,2018,08,27,2018-08-27,85.4,70.9,1012.1,9.2,13.1,20.0,28.0,93.0,72.0,0.0,999.9,825
2,2018,08,28,2018-08-28,82.2,70.6,1011.0,9.7,13.1,19.0,28.0,93.0,71.1,0.0,999.9,802
3,2018,08,29,2018-08-29,71.6,65.3,1014.5,9.4,7.0,28.0,38.1,91.0,66.0,1.8,999.9,751
4,2018,08,30,2018-08-30,67.7,56.6,1022.0,10.0,7.2,13.0,999.9,75.9,61.0,0.01,999.9,821
5,2018,08,31,2018-08-31,69.9,59.0,1018.9,10.0,4.9,11.1,999.9,84.9,60.1,0.0,999.9,833
6,2018,09,01,2018-09-01,76.4,69.3,1014.8,9.3,8.9,21.0,27.0,86.0,61.0,0.0,999.9,981
7,2018,09,02,2018-09-02,79.8,69.3,1016.4,10.0,7.3,15.9,22.0,91.0,70.0,0.16,999.9,832
1,2018,09,03,2018-09-03,77.1,69.4,1020.0,9.1,5.7,18.1,24.1,87.1,69.8,0.36,999.9,776
2,2018,09,04,2018-09-04,79.3,69.5,1020.9,10.0,6.5,9.9,15.9,91.9,70.0,1.45,999.9,819
3,2018,09,05,2018-09-05,82.5,68.1,1017.9,10.0,9.2,15.9,24.1,91.9,71.1,0.0,999.9,717
4,2018,09,06,2018-09-06,68.5,63.0,1024.0,8.7,12.2,17.1,999.9,75.0,64.0,0.28,999.9,741
5,2018,09,07,2018-09-07,67.1,58.8,1023.8,9.8,10.8,15.9,22.9,70.0,63.0,0.49,999.9,730
6,2018,09,08,2018-09-08,66.7,52.3,1021.7,10.0,14.0,18.1,25.1,69.1,63.0,0.3,999.9,790
7,2018,09,09,2018-09-09,64.3,51.8,1018.1,10.0,14.4,22.0,28.0,69.1,60.1,0.0,999.9,664
1,2018,09,10,2018-09-10,64.9,55.2,1016.1,10.0,8.4,15.9,22.0,73.9,55.9,0.0,999.9,716
2,2018,09,11,2018-09-11,66.9,56.5,1019.5,9.3,2.7,7.0,999.9,79.0,55.9,0.0,999.9,692
3,2018,09,12,2018-09-12,70.8,56.9,1021.0,10.0,5.3,9.9,999.9,82.0,57.0,0.0,999.9,714
4,2018,09,13,2018-09-13,69.0,56.6,1021.6,10.0,4.1,9.9,999.9,82.0,60.1,0.0,999.9,687
5,2018,09,14,2018-09-14,73.1,60.2,1020.1,10.0,3.6,11.1,999.9,87.1,60.1,0.0,999.9,869
6,2018,09,15,2018-09-15,73.5,61.3,1020.9,9.8,5.0,11.1,999.9,87.1,64.0,0.0,999.9,809
7,2018,09,16,2018-09-16,76.1,65.3,1018.7,9.3,6.2,12.0,999.9,89.1,64.0,0.0,999.9,819
1,2018,09,17,2018-09-17,79.0,64.3,1013.5,10.0,3.6,7.0,999.9,90.0,70.0,0.0,999.9,786
2,2018,09,18,2018-09-18,73.3,63.9,1013.3,10.0,5.6,14.0,18.1,82.0,66.2,0.0,999.9,737
3,2018,09,19,2018-09-19,69.5,62.1,1016.0,9.7,8.7,14.0,999.9,75.9,66.0,0.0,999.9,762
4,2018,09,20,2018-09-20,75.3,67.1,1013.1,8.1,5.0,9.9,14.0,93.0,66.0,0.21,999.9,829
5,2018,09,21,2018-09-21,79.0,60.7,1010.6,9.9,13.8,20.0,29.9,93.0,64.0,0.0,999.9,825
6,2018,09,22,2018-09-22,58.6,42.8,1024.9,10.0,11.1,17.1,19.0,64.0,51.1,0.0,999.9,799
7,2018,09,23,2018-09-23,59.7,48.7,1021.7,9.9,3.5,8.9,999.9,71.1,50.0,0.0,999.9,735
1,2018,09,24,2018-09-24,65.0,57.3,1017.9,9.5,5.9,8.9,999.9,73.9,57.0,0.0,999.9,796
2,2018,09,25,2018-09-25,72.9,64.5,1011.3,8.9,6.7,22.0,41.0,84.0,57.0,0.01,999.9,751
3,2018,09,26,2018-09-26,60.9,49.2,1017.1,10.0,9.5,17.1,22.9,66.9,50.0,0.24,999.9,752
4,2018,09,27,2018-09-27,58.7,43.3,1018.0,10.0,5.9,12.0,19.0,70.0,48.0,0.0,999.9,708
5,2018,09,28,2018-09-28,58.3,44.5,1017.1,9.9,5.7,9.9,999.9,70.0,48.0,0.0,999.9,793
6,2018,09,29,2018-09-29,50.4,38.7,1026.4,10.0,4.7,8.0,999.9,61.0,42.1,0.07,999.9,732
7,2018,09,30,2018-09-30,56.6,49.4,1023.0,9.0,5.7,11.1,999.9,62.1,42.1,0.03,999.9,741
1,2018,10,01,2018-10-01,60.8,55.7,1021.2,9.4,7.1,12.0,999.9,72.0,54.0,0.06,999.9,918
2,2018,10,02,2018-10-02,62.1,57.8,1017.5,9.1,5.5,15.0,22.0,72.0,57.0,1.56,999.9,717
3,2018,10,03,2018-10-03,69.7,60.3,1012.7,10.0,8.7,18.1,33.0,88.0,57.9,0.01,999.9,676
4,2018,10,04,2018-10-04,65.9,53.6,1015.1,10.0,15.2,20.0,32.1,88.0,52.0,0.04,999.9,698
5,2018,10,05,2018-10-05,57.3,51.2,1017.4,8.4,8.2,15.9,18.1,64.0,52.0,0.19,999.9,654
6,2018,10,06,2018-10-06,63.6,61.0,1014.7,7.2,5.9,12.0,999.9,70.0,54.0,1.16,999.9,726
7,2018,10,07,2018-10-07,57.9,53.4,1021.3,9.7,10.2,14.0,999.9,70.0,57.0,0.04,999.9,718
1,2018,10,08,2018-10-08,69.4,63.5,1017.5,6.4,7.4,15.9,28.9,84.9,57.0,0.64,999.9,743
2,2018,10,09,2018-10-09,76.3,65.2,1015.0,10.0,8.1,13.0,21.0,84.9,63.0,0.15,999.9,746
3,2018,10,10,2018-10-10,72.8,64.7,1007.0,9.3,9.6,17.1,26.0,84.9,68.0,0.01,999.9,724
4,2018,10,11,2018-10-11,50.3,38.1,1011.1,10.0,14.4,20.0,36.9,75.9,43.0,0.35,999.9,679
5,2018,10,12,2018-10-12,40.5,30.9,1016.1,10.0,6.4,9.9,18.1,51.1,36.0,0.0,999.9,707
6,2018,10,13,2018-10-13,40.9,33.3,1015.6,8.6,6.9,12.0,20.0,53.1,32.0,0.0,999.9,744
7,2018,10,14,2018-10-14,46.4,38.4,1016.7,9.0,4.2,9.9,14.0,54.0,32.0,0.0,999.9,702
1,2018,10,15,2018-10-15,43.8,34.4,1019.7,9.0,10.7,15.9,22.9,54.0,37.0,0.17,999.9,705
2,2018,10,16,2018-10-16,43.4,29.2,1021.6,9.9,9.7,18.1,31.1,59.0,34.0,0.1,999.9,667
3,2018,10,17,2018-10-17,47.7,30.9,1022.1,10.0,10.0,17.1,26.0,59.0,34.0,0.0,999.9,690
4,2018,10,18,2018-10-18,45.0,26.5,1031.8,10.0,4.5,9.9,17.1,57.9,34.0,0.0,999.9,725
5,2018,10,19,2018-10-19,49.4,35.3,1021.1,9.7,9.6,15.0,25.1,57.9,34.0,0.0,999.9,766
6,2018,10,20,2018-10-20,47.6,37.0,1012.2,10.0,12.6,22.0,42.9,54.0,37.9,0.03,999.9,806
7,2018,10,21,2018-10-21,37.4,20.4,1026.1,10.0,8.2,14.0,22.0,51.1,28.0,0.0,999.9,644
1,2018,10,22,2018-10-22,48.0,29.2,1018.0,10.0,6.7,9.9,15.9,64.0,28.2,0.0,999.9,716
2,2018,10,23,2018-10-23,49.2,32.0,1022.2,10.0,7.0,12.0,999.9,64.0,39.0,0.0,999.9,736
3,2018,10,24,2018-10-24,43.7,35.3,1029.2,10.0,3.5,6.0,999.9,54.0,37.0,0.0,999.9,805
4,2018,10,25,2018-10-25,43.9,34.3,1023.4,10.0,3.5,8.9,999.9,53.1,37.0,0.0,999.9,721
5,2018,10,26,2018-10-26,48.4,38.1,1012.6,10.0,7.0,12.0,999.9,53.1,37.0,0.0,999.9,830
6,2018,10,27,2018-10-27,49.1,40.1,1010.6,9.7,5.8,9.9,999.9,54.0,44.1,0.0,999.9,788
7,2018,10,28,2018-10-28,47.2,42.5,1008.2,8.0,8.6,18.1,31.1,54.0,43.0,0.12,999.9,717
1,2018,10,29,2018-10-29,46.9,38.7,1016.2,10.0,6.2,12.0,999.9,55.9,39.9,0.0,999.9,723
2,2018,10,30,2018-10-30,51.5,42.9,1013.9,10.0,6.1,9.9,34.0,64.0,39.9,0.0,999.9,766
3,2018,10,31,2018-10-31,53.5,46.0,1012.6,7.6,6.8,12.0,999.9,64.0,45.0,0.47,999.9,885
4,2018,11,01,2018-11-01,50.5,37.3,1011.6,10.0,9.6,19.0,22.9,61.0,46.0,0.17,999.9,939
5,2018,11,02,2018-11-02,44.1,34.9,1010.3,10.0,8.0,14.0,15.9,52.0,37.0,0.0,999.9,786
6,2018,11,03,2018-11-03,42.2,31.8,1017.4,10.0,5.0,8.9,999.9,50.0,34.0,0.0,999.9,784
7,2018,11,04,2018-11-04,48.0,41.8,1018.7,8.8,11.9,17.1,27.0,51.8,45.0,0.09,999.9,685
1,2018,11,05,2018-11-05,48.1,42.1,1011.3,9.4,10.4,17.1,26.0,52.0,44.1,0.51,999.9,706
2,2018,11,06,2018-11-06,47.7,43.2,1004.4,8.1,11.9,22.9,36.9,51.1,44.1,0.41,999.9,763
3,2018,11,07,2018-11-07,38.3,27.9,1017.9,9.9,14.7,21.0,29.9,44.1,35.6,0.02,999.9,685
4,2018,11,08,2018-11-08,35.2,24.2,1027.4,10.0,5.9,14.0,22.9,41.0,33.1,0.0,999.9,676
5,2018,11,09,2018-11-09,34.1,27.0,1022.3,7.0,6.9,15.9,25.1,41.0,28.9,0.08,999.9,718
6,2018,11,10,2018-11-10,25.0,12.9,1025.6,10.0,11.7,18.1,32.1,37.0,19.9,0.03,999.9,651
7,2018,11,11,2018-11-11,32.5,19.8,1025.3,10.0,7.5,11.1,18.1,41.0,19.9,0.0,999.9,648
1,2018,11,12,2018-11-12,33.0,23.5,1026.4,10.0,6.2,13.0,999.9,41.0,28.0,0.0,999.9,687
2,2018,11,13,2018-11-13,24.6,11.5,1029.5,10.0,9.8,13.0,19.0,34.0,19.0,0.0,999.9,609
3,2018,11,14,2018-11-14,24.7,12.8,1034.1,10.0,4.6,8.0,999.9,36.0,17.1,0.0,999.9,639
4,2018,11,15,2018-11-15,31.0,25.9,1024.3,7.4,3.2,8.0,999.9,36.0,17.1,0.0,1.2,692
5,2018,11,16,2018-11-16,34.1,28.7,1013.0,8.3,8.8,13.0,21.0,39.9,28.9,0.07,999.9,733
6,2018,11,17,2018-11-17,33.8,29.8,1023.4,6.2,5.6,12.0,999.9,36.0,32.0,0.0,2.0,670
7,2018,11,18,2018-11-18,32.8,24.7,1025.4,9.8,6.6,11.1,999.9,37.0,30.0,0.13,999.9,630
1,2018,11,19,2018-11-19,27.7,22.2,1019.8,9.0,5.9,9.9,999.9,34.0,23.0,0.0,999.9,639
2,2018,11,20,2018-11-20,31.4,21.9,1021.7,9.7,9.1,15.0,24.1,34.0,28.9,0.0,999.9,699
3,2018,11,21,2018-11-21,32.2,23.1,1023.7,10.0,10.6,15.0,24.1,36.0,30.0,0.0,999.9,741
4,2018,11,22,2018-11-22,34.1,24.1,1028.5,9.8,8.1,11.1,18.1,39.9,30.9,0.0,999.9,542
5,2018,11,23,2018-11-23,39.7,32.5,1017.5,8.0,9.5,17.1,28.0,51.1,31.1,0.0,999.9,750
6,2018,11,24,2018-11-24,44.9,40.8,1002.6,8.9,10.4,21.0,28.0,51.1,34.0,0.21,999.9,697
7,2018,11,25,2018-11-25,38.4,34.0,1008.7,8.6,8.6,20.0,34.0,46.9,33.1,0.01,999.9,574
1,2018,11,26,2018-11-26,30.1,26.7,1008.5,4.5,19.5,33.0,40.0,37.0,26.6,0.61,5.9,561
2,2018,11,27,2018-11-27,23.6,16.7,1015.4,9.5,7.6,11.1,999.9,33.1,21.0,0.01,5.1,637
3,2018,11,28,2018-11-28,21.7,15.1,1017.9,9.8,4.6,8.9,999.9,26.1,17.1,0.0,5.1,715
4,2018,11,29,2018-11-29,29.9,23.6,1013.7,8.4,5.3,8.9,999.9,37.9,17.1,0.05,5.1,675
5,2018,11,30,2018-11-30,33.8,27.8,1015.0,6.6,3.5,7.0,999.9,42.1,27.0,0.0,3.9,752
6,2018,12,01,2018-12-01,37.7,34.7,1011.1,3.9,10.5,18.1,25.1,42.1,28.2,0.0,1.2,818
7,2018,12,02,2018-12-02,41.4,38.6,994.3,5.6,7.1,14.0,20.0,44.1,36.0,1.18,3.1,711
1,2018,12,03,2018-12-03,34.4,29.4,1011.7,8.6,11.3,17.1,26.0,44.1,30.9,0.05,999.9,771
2,2018,12,04,2018-12-04,30.5,22.1,1022.9,10.0,7.9,12.0,19.0,35.1,28.9,0.01,999.9,724
3,2018,12,05,2018-12-05,28.3,19.5,1020.5,9.8,8.4,13.0,19.0,32.0,25.0,0.0,999.9,712
4,2018,12,06,2018-12-06,30.7,21.7,1022.0,10.0,9.3,14.0,21.0,33.1,25.0,0.0,999.9,719
5,2018,12,07,2018-12-07,20.7,11.2,1032.1,10.0,6.6,15.0,21.0,33.1,16.0,0.0,999.9,747
6,2018,12,08,2018-12-08,24.3,13.2,1035.7,10.0,3.6,7.0,999.9,32.0,16.0,0.0,999.9,739
7,2018,12,09,2018-12-09,24.3,17.0,1030.9,8.3,2.9,7.0,999.9,35.1,17.1,0.0,999.9,691
1,2018,12,10,2018-12-10,23.2,17.9,1025.8,7.4,5.0,9.9,999.9,35.1,16.0,0.0,999.9,718
2,2018,12,11,2018-12-11,29.6,23.7,1018.9,7.2,7.6,9.9,999.9,37.9,16.0,0.0,999.9,671
3,2018,12,12,2018-12-12,33.9,27.7,1011.5,8.2,9.6,18.1,26.0,41.0,25.0,0.0,999.9,759
4,2018,12,13,2018-12-13,32.6,26.4,1017.1,7.2,3.9,8.9,999.9,46.0,24.1,0.0,999.9,712
5,2018,12,14,2018-12-14,38.8,38.2,1021.2,1.8,5.9,9.9,999.9,46.0,24.3,0.24,999.9,793
6,2018,12,15,2018-12-15,35.2,31.4,1021.9,5.7,6.5,11.1,999.9,46.0,26.1,0.13,999.9,744
7,2018,12,16,2018-12-16,35.1,30.4,1019.8,6.3,5.4,12.0,999.9,48.0,25.0,0.0,999.9,751
1,2018,12,17,2018-12-17,36.6,24.7,1021.0,10.0,7.7,14.0,999.9,48.9,26.2,0.0,999.9,712
2,2018,12,18,2018-12-18,32.9,23.4,1023.1,10.0,4.6,9.9,999.9,42.1,25.0,0.0,999.9,717
3,2018,12,19,2018-12-19,39.1,30.3,1013.1,10.0,8.9,13.0,22.0,48.9,25.2,0.0,999.9,740
4,2018,12,20,2018-12-20,43.7,40.2,1005.8,6.8,6.3,13.0,22.0,48.9,33.1,0.0,999.9,788
5,2018,12,21,2018-12-21,34.9,31.8,1004.0,7.4,12.4,17.1,25.1,46.0,30.9,0.15,999.9,802
6,2018,12,22,2018-12-22,29.9,24.1,1011.8,10.0,6.7,9.9,999.9,37.9,28.0,0.05,999.9,760
7,2018,12,23,2018-12-23,32.8,26.1,1017.8,9.3,7.0,14.0,22.0,37.9,28.0,0.0,999.9,637
1,2018,12,24,2018-12-24,28.8,17.8,1022.6,10.0,8.4,19.0,28.9,37.9,23.0,0.0,999.9,610
2,2018,12,25,2018-12-25,33.7,25.8,1024.6,10.0,3.7,8.0,999.9,45.0,24.1,0.0,999.9,448
3,2018,12,26,2018-12-26,34.4,28.7,1029.2,7.8,1.7,8.9,999.9,46.9,26.1,0.0,999.9,630
4,2018,12,27,2018-12-27,42.0,35.6,1016.8,8.6,13.0,18.1,28.9,50.0,26.2,0.01,999.9,628
5,2018,12,28,2018-12-28,41.9,38.2,1005.8,8.4,13.5,20.0,29.9,53.1,30.0,0.71,999.9,725
